id,title,short_description,event_type,location_name,address,city,city_aliases,country,latitude,longitude,venue_type,indoor_outdoor,season,month,age_min,age_max,duration_minutes,price_dt,budget_band,requires_authorization,tags,educational_value,recommended_label
913,Spectacle marionnettes - Maison de la Culture Ibn Rachiq,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80442718707536,10.181740983299823,CULTURE_CENTER,INDOOR,ALL,all,2,6,80,8,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
914,Spectacle marionnettes - Maison de la Culture Ibn Rachiq,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80370504889935,10.181572873710817,CULTURE_CENTER,INDOOR,SPRING,mars,2,6,75,6,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
915,Spectacle marionnettes - Maison de la Culture Ibn Rachiq,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80392374871279,10.181671024154925,CULTURE_CENTER,INDOOR,SUMMER,aout,2,6,70,12,MEDIUM,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
916,Spectacle marionnettes - Maison de la Culture Ibn Rachiq,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80392876907126,10.181173222594637,CULTURE_CENTER,INDOOR,AUTUMN,septembre,2,6,70,8,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
917,Spectacle marionnettes - Maison de la Culture Ibn Rachiq,Spectacle court avec échange autour des émotions et personnages.,SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80358498295686,10.181073754869734,CULTURE_CENTER,INDOOR,WINTER,fevrier,2,6,60,8,LOW,True,spectacle;marionnettes;emotions;langage,HIGH,RECOMMENDED
918,Conte musical - Maison de la Culture Ibn Rachiq,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80346073984478,10.180941276388506,CULTURE_CENTER,INDOOR,ALL,all,2,6,70,10,MEDIUM,True,musique;conte;rythme;ecoute,VERY_HIGH,RECOMMENDED
919,Conte musical - Maison de la Culture Ibn Rachiq,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80425495446991,10.180644772738342,CULTURE_CENTER,INDOOR,SPRING,mai,2,6,50,12,MEDIUM,True,musique;conte;rythme;ecoute,VERY_HIGH,RECOMMENDED
920,Conte musical - Maison de la Culture Ibn Rachiq,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80326174062707,10.179906129999015,CULTURE_CENTER,INDOOR,SUMMER,aout,2,6,50,3,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
921,Conte musical - Maison de la Culture Ibn Rachiq,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80446706478725,10.18116678065733,CULTURE_CENTER,INDOOR,AUTUMN,septembre,2,6,60,5,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
922,Conte musical - Maison de la Culture Ibn Rachiq,"Conte avec instruments, rythme et participation des enfants.",SPECTACLE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80400718789609,10.179864612766485,CULTURE_CENTER,INDOOR,WINTER,decembre,2,6,70,5,LOW,True,musique;conte;rythme;ecoute,VERY_HIGH,HIGHLY_RECOMMENDED
923,Atelier cuisine froide - Maison de la Culture Ibn Rachiq,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80373221766752,10.181151052027039,CULTURE_CENTER,INDOOR,ALL,all,3,6,60,3,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
924,Atelier cuisine froide - Maison de la Culture Ibn Rachiq,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80327777332422,10.180821844607358,CULTURE_CENTER,INDOOR,SPRING,mai,3,6,65,9,MEDIUM,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,RECOMMENDED
925,Atelier cuisine froide - Maison de la Culture Ibn Rachiq,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.804352969622336,10.180575109297283,CULTURE_CENTER,INDOOR,SUMMER,aout,3,6,65,3,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
926,Atelier cuisine froide - Maison de la Culture Ibn Rachiq,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80252593047535,10.180302682256745,CULTURE_CENTER,INDOOR,AUTUMN,novembre,3,6,70,3,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
927,Atelier cuisine froide - Maison de la Culture Ibn Rachiq,"Préparation simple sans cuisson: fruits, tartines et hygiène.",ATELIER,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.804010215410415,10.180893230273401,CULTURE_CENTER,INDOOR,WINTER,decembre,3,6,60,5,LOW,True,cuisine;hygiene;autonomie;gout,VERY_HIGH,HIGHLY_RECOMMENDED
928,Chasse aux formes - Maison de la Culture Ibn Rachiq,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.803088355443606,10.180154851796976,CULTURE_CENTER,INDOOR,ALL,all,2,5,45,3,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
929,Chasse aux formes - Maison de la Culture Ibn Rachiq,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80397015897205,10.180038707622545,CULTURE_CENTER,INDOOR,SPRING,mars,2,5,45,3,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
930,Chasse aux formes - Maison de la Culture Ibn Rachiq,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80361319724119,10.18006013306023,CULTURE_CENTER,INDOOR,SUMMER,juillet,2,5,60,5,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
931,Chasse aux formes - Maison de la Culture Ibn Rachiq,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80343266267642,10.18167498890094,CULTURE_CENTER,INDOOR,AUTUMN,septembre,2,5,45,5,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
932,Chasse aux formes - Maison de la Culture Ibn Rachiq,Recherche de formes et couleurs dans un espace sécurisé.,ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.803693760664025,10.181347321899718,CULTURE_CENTER,INDOOR,WINTER,decembre,2,5,60,5,LOW,True,formes;couleurs;observation;jeu,HIGH,RECOMMENDED
933,Sortie patrimoine en images - Maison de la Culture Ibn Rachiq,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.803600320359436,10.179945761590957,CULTURE_CENTER,INDOOR,ALL,all,4,6,125,12,MEDIUM,True,patrimoine;histoire;langage;sortie,HIGH,POSSIBLE
934,Sortie patrimoine en images - Maison de la Culture Ibn Rachiq,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.803541212574665,10.181372516478675,CULTURE_CENTER,INDOOR,SPRING,mai,4,6,120,3,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
935,Sortie patrimoine en images - Maison de la Culture Ibn Rachiq,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80330683413285,10.180498805901724,CULTURE_CENTER,INDOOR,SUMMER,juillet,4,6,120,14,MEDIUM,True,patrimoine;histoire;langage;sortie,HIGH,POSSIBLE
936,Sortie patrimoine en images - Maison de la Culture Ibn Rachiq,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.803221595649326,10.18023689057157,CULTURE_CENTER,INDOOR,AUTUMN,novembre,4,6,130,8,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
937,Sortie patrimoine en images - Maison de la Culture Ibn Rachiq,"Découverte d un lieu historique avec photos, croquis et vocabulaire.",SORTIE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80383787693599,10.180691334492568,CULTURE_CENTER,INDOOR,WINTER,fevrier,4,6,120,3,LOW,True,patrimoine;histoire;langage;sortie,HIGH,RECOMMENDED
938,Jardinage pédagogique - Maison de la Culture Ibn Rachiq,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80386510272154,10.180441874021014,CULTURE_CENTER,INDOOR,ALL,all,3,6,55,3,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
939,Jardinage pédagogique - Maison de la Culture Ibn Rachiq,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80358047462588,10.180365657988558,CULTURE_CENTER,INDOOR,SPRING,avril,3,6,70,5,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
940,Jardinage pédagogique - Maison de la Culture Ibn Rachiq,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80339111379514,10.179887703321821,CULTURE_CENTER,INDOOR,SUMMER,aout,3,6,65,9,MEDIUM,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,RECOMMENDED
941,Jardinage pédagogique - Maison de la Culture Ibn Rachiq,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.802664690896094,10.179991912862173,CULTURE_CENTER,INDOOR,AUTUMN,octobre,3,6,55,9,MEDIUM,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,RECOMMENDED
942,Jardinage pédagogique - Maison de la Culture Ibn Rachiq,"Planter, arroser et comprendre les besoins d une plante.",ACTIVITE,Maison de la Culture Ibn Rachiq,"Rue de Paris, Tunis, Tunisie",Tunis,tunis;centre ville;rue de paris;lafayette,Tunisie,36.80292156294987,10.181059028967821,CULTURE_CENTER,INDOOR,WINTER,fevrier,3,6,65,3,LOW,True,jardinage;nature;responsabilite;sensoriel,VERY_HIGH,HIGHLY_RECOMMENDED
943,Lecture de contes illustrés - Trampolia Tunisia Mall,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84897133015549,10.278511159135963,PLAYGROUND,INDOOR,ALL,all,2,6,50,22,HIGH,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
944,Lecture de contes illustrés - Trampolia Tunisia Mall,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84879378165135,10.278407509154436,PLAYGROUND,INDOOR,SPRING,mai,2,6,50,18,MEDIUM,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
945,Lecture de contes illustrés - Trampolia Tunisia Mall,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84737577262949,10.278246496058319,PLAYGROUND,INDOOR,SUMMER,aout,2,6,40,20,HIGH,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
946,Lecture de contes illustrés - Trampolia Tunisia Mall,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.847440884184465,10.279743238637263,PLAYGROUND,INDOOR,AUTUMN,octobre,2,6,45,24,HIGH,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
947,Lecture de contes illustrés - Trampolia Tunisia Mall,"Histoires courtes, images et discussion pour stimuler le langage.",ACTIVITE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84820225132749,10.278908896041408,PLAYGROUND,INDOOR,WINTER,janvier,2,6,45,22,HIGH,True,lecture;contes;langage;calme,VERY_HIGH,RECOMMENDED
948,Sortie découverte nature - Trampolia Tunisia Mall,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84864659746466,10.279169668740122,PLAYGROUND,INDOOR,ALL,all,3,6,90,21,HIGH,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
949,Sortie découverte nature - Trampolia Tunisia Mall,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84870176406277,10.278245178889598,PLAYGROUND,INDOOR,SPRING,mai,3,6,90,24,HIGH,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
950,Sortie découverte nature - Trampolia Tunisia Mall,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.847473010442876,10.279630548482041,PLAYGROUND,INDOOR,SUMMER,juillet,3,6,110,25,HIGH,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
951,Sortie découverte nature - Trampolia Tunisia Mall,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.847361638302715,10.278412646948299,PLAYGROUND,INDOOR,AUTUMN,octobre,3,6,100,27,HIGH,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
952,Sortie découverte nature - Trampolia Tunisia Mall,"Observation des arbres, oiseaux, feuilles et petits jeux calmes.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84788995693863,10.27936809133804,PLAYGROUND,INDOOR,WINTER,decembre,3,6,105,27,HIGH,True,nature;observation;ecologie;sortie,VERY_HIGH,RECOMMENDED
953,Mini randonnée éducative - Trampolia Tunisia Mall,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84840704837553,10.27921013949128,PLAYGROUND,INDOOR,ALL,all,4,6,90,20,HIGH,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
954,Mini randonnée éducative - Trampolia Tunisia Mall,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84849330977491,10.279174304097108,PLAYGROUND,INDOOR,SPRING,mars,4,6,90,23,HIGH,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
955,Mini randonnée éducative - Trampolia Tunisia Mall,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84878286096608,10.279551874693391,PLAYGROUND,INDOOR,SUMMER,juillet,4,6,100,23,HIGH,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
956,Mini randonnée éducative - Trampolia Tunisia Mall,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84762190871513,10.278541575938714,PLAYGROUND,INDOOR,AUTUMN,octobre,4,6,105,24,HIGH,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
957,Mini randonnée éducative - Trampolia Tunisia Mall,"Promenade courte avec pauses, consignes de sécurité et découverte.",SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.8486419558227,10.279234585288945,PLAYGROUND,INDOOR,WINTER,decembre,4,6,90,18,MEDIUM,True,marche;nature;autonomie;securite,HIGH,POSSIBLE
958,Visite musée adaptée enfants - Trampolia Tunisia Mall,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84858934902772,10.278246289144317,PLAYGROUND,INDOOR,ALL,all,4,6,120,27,HIGH,True,musee;culture;histoire;observation,VERY_HIGH,POSSIBLE
959,Visite musée adaptée enfants - Trampolia Tunisia Mall,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84875117851467,10.279074380820267,PLAYGROUND,INDOOR,SPRING,avril,4,6,135,18,MEDIUM,True,musee;culture;histoire;observation,VERY_HIGH,RECOMMENDED
960,Visite musée adaptée enfants - Trampolia Tunisia Mall,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.8486109459614,10.27830009011455,PLAYGROUND,INDOOR,SUMMER,juillet,4,6,120,23,HIGH,True,musee;culture;histoire;observation,VERY_HIGH,POSSIBLE
961,Visite musée adaptée enfants - Trampolia Tunisia Mall,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84820129195643,10.279332684860519,PLAYGROUND,INDOOR,AUTUMN,septembre,4,6,135,23,HIGH,True,musee;culture;histoire;observation,VERY_HIGH,POSSIBLE
962,Visite musée adaptée enfants - Trampolia Tunisia Mall,Découverte accompagnée avec jeu de questions simples et dessins après visite.,SORTIE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84843110401581,10.278828986871357,PLAYGROUND,INDOOR,WINTER,fevrier,4,6,135,24,HIGH,True,musee;culture;histoire;observation,VERY_HIGH,POSSIBLE
963,Parcours motricité - Trampolia Tunisia Mall,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84730966376533,10.27859235027709,PLAYGROUND,INDOOR,ALL,all,2,6,55,22,HIGH,True,sport;motricite;coordination;energie,HIGH,POSSIBLE
964,Parcours motricité - Trampolia Tunisia Mall,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84898022011756,10.278368611664765,PLAYGROUND,INDOOR,SPRING,mai,2,6,60,25,HIGH,True,sport;motricite;coordination;energie,HIGH,POSSIBLE
965,Parcours motricité - Trampolia Tunisia Mall,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84801748320423,10.278710943592891,PLAYGROUND,INDOOR,SUMMER,juillet,2,6,45,25,HIGH,True,sport;motricite;coordination;energie,HIGH,POSSIBLE
966,Parcours motricité - Trampolia Tunisia Mall,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84898358599068,10.279817427310741,PLAYGROUND,INDOOR,AUTUMN,septembre,2,6,55,24,HIGH,True,sport;motricite;coordination;energie,HIGH,POSSIBLE
967,Parcours motricité - Trampolia Tunisia Mall,"Sauts, équilibre, tunnel et coordination avec encadrement.",SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84876708923409,10.279353237770147,PLAYGROUND,INDOOR,WINTER,fevrier,2,6,45,21,HIGH,True,sport;motricite;coordination;energie,HIGH,POSSIBLE
968,Jeux collectifs doux - Trampolia Tunisia Mall,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.848563252988924,10.279725284799664,PLAYGROUND,INDOOR,ALL,all,3,6,80,23,HIGH,True,sport;cooperation;ballon;regles,HIGH,POSSIBLE
969,Jeux collectifs doux - Trampolia Tunisia Mall,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84840318799706,10.279186938647836,PLAYGROUND,INDOOR,SPRING,mai,3,6,80,18,MEDIUM,True,sport;cooperation;ballon;regles,HIGH,RECOMMENDED
970,Jeux collectifs doux - Trampolia Tunisia Mall,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.848084996691696,10.279882875087441,PLAYGROUND,INDOOR,SUMMER,aout,3,6,75,21,HIGH,True,sport;cooperation;ballon;regles,HIGH,POSSIBLE
971,Jeux collectifs doux - Trampolia Tunisia Mall,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84832082398669,10.278893570315299,PLAYGROUND,INDOOR,AUTUMN,septembre,3,6,60,27,HIGH,True,sport;cooperation;ballon;regles,HIGH,POSSIBLE
972,Jeux collectifs doux - Trampolia Tunisia Mall,Jeux de ballon simples pour apprendre les règles et l équipe.,SPORT,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84866832331368,10.279614412142546,PLAYGROUND,INDOOR,WINTER,fevrier,3,6,70,23,HIGH,True,sport;cooperation;ballon;regles,HIGH,POSSIBLE
973,Fête saisonnière - Trampolia Tunisia Mall,"Décoration, chants, jeux et goûter selon la saison.",FETE,Trampolia Tunisia Mall,"Tunisia Mall, Les Berges du Lac 2, Tunis, Tunisie",Tunis,lac 2;tunis;tunisia mall;la marsa;carthage,Tunisie,36.84765829036782,10.279997423663225,PLAYGROUND,INDOOR,ALL,all,2,6,85,22,HIGH,True,fete;chants;decoration;socialisation,HIGH,POSSIBLE
